word,Entropy
sipat,5.64548706375065
rekap,5.64497633664946
rekam,5.6446910300745
rimas,5.64461074237265
kelam,5.64397242667709
lemak,5.64347426728503
kabut,5.64231410714955
sabuk,5.64195589440091
kamus,5.64171179872659
lapuk,5.64160830298996
marus,5.64124401400178
kemal,5.64117046913834
ribat,5.64091313287358
palis,5.64040459696842
karon,5.64034265729984
tasel,5.63972405669685
limar,5.63953971726101
rukam,5.63946558722476
tamuk,5.63942126428972
kalio,5.63930942538382
kiban,5.63925646584417
lakip,5.63797688252738
serit,5.63773418172042
baluk,5.63772413108142
ketam,5.63769515484051
peran,5.63742214430673
ketur,5.63662139237881
binar,5.63514982109709
terap,5.6340422348515
kumal,5.6340203165772
sadik,5.63395465018534
besar,5.63298891113849
sepai,5.63266571154036
tebar,5.63247658105127
teram,5.63228680893642
resik,5.63199541726355
petai,5.63188380332826
tekua,5.63170142039469
relik,5.63158727078415
koran,5.63158117926431
kusir,5.63148740656792
penak,5.63133994509302
pakus,5.63094196120233
tikam,5.63049751601762
turap,5.63026258280698
kadit,5.6286506648293
laten,5.62856253881827
lesau,5.62854820842347
kelit,5.62785470627505
batuk,5.62762147522106
sabur,5.62678364057288
kesam,5.6265462735533
maret,5.6263457976009
bekat,5.62630123108174
pekal,5.62629417688065
sarmi,5.62567919027764
lebak,5.62554423748477
paket,5.62548877820029
pater,5.62516593370201
linau,5.62509692442685
rubai,5.62441537284445
masuk,5.62404425038652
supai,5.62365727327812
repas,5.6234489140776
makin,5.62330307561411
sadir,5.6230302392115
pilas,5.62292743199097
kabus,5.62251848270552
melar,5.62236782380527
katup,5.62151764026044
sabit,5.62142829111586
busar,5.62128622623681
kulir,5.61976110466692
punar,5.61967503999363
baret,5.61939817293748
paser,5.61925742545878
tapis,5.61909202269358
kebal,5.61903871326386
tarum,5.61888608532937
pukal,5.61887564837746
parun,5.6185881873256
bukat,5.61803487104892
kusam,5.61787025574946
tarup,5.61708124240897
pesai,5.61652776419926
setik,5.61644085694053
pulai,5.61575453175978
matur,5.6148778021789
semai,5.61474942603221
sidak,5.61474586871727
ralip,5.613136433274
pikau,5.61311825345382
kader,5.61274812015023
belar,5.61238079953553
serui,5.61173442574195
bekas,5.61038018984979
tarib,5.61023213166933
sekap,5.60974672568525
balit,5.60941797388881
lurik,5.60925659812214
katib,5.60891479188233
telik,5.60867912384603
batur,5.60850955686819
kuman,5.60843255589914
ramin,5.60734817227009
marki,5.60703868118285
kedai,5.60685597022485
sauri,5.60674985974185
kapel,5.606682753518
tabur,5.60660616043357
tupai,5.60640009438331
kasum,5.60633009185788
sekam,5.60548329920054
mural,5.60542169213623
peria,5.60515384410154
patil,5.60392586745919
kepau,5.60386296383074
bular,5.60381618020463
kelis,5.60380911192175
sepat,5.60333787830577
remas,5.60221116697123
bakut,5.60160773691257
kalem,5.60156257035237
tapui,5.60110415845274
kelui,5.60091845497567
lekir,5.60049830440928
dekar,5.60048940092912
lapis,5.60047515643877
malis,5.60040082818861
salim,5.59993241204973
kauli,5.59987294201494
salip,5.5994157355309
ketis,5.59895624362791
derai,5.59879918663013
setir,5.59874008008221
kriau,5.59855642547968
lipat,5.59841852646512
kudai,5.59783360194356
kalbi,5.59750639507934
parsi,5.59736628951033
kerul,5.59730611216472
satru,5.59681544400023
kabul,5.59680555091751
menak,5.59672874938864
pelat,5.59638385981217
saber,5.59620976196169
dilak,5.59614274143166
patin,5.59608998460165
rapus,5.59561858407023
pekan,5.59520346482504
bunak,5.5949191263456
tadir,5.59444400208461
rebat,5.59383559695597
solak,5.59381512760613
gerak,5.59363202989264
kitab,5.59297706756429
benak,5.59219763563976
tekap,5.59168281462743
sebai,5.58970328828699
metai,5.58963906564569
tidak,5.58941356949931
kaeti,5.58914629643921
lumar,5.58897266619791
tekur,5.58857394016854
tansi,5.58854704098889
pesat,5.58793585323624
balur,5.58769577941514
batis,5.58765806153467
kerun,5.58762481405959
lapur,5.58750890636261
tapin,5.58653983189118
mulai,5.58596776929516
kadil,5.58593376166745
rebas,5.5856188483122
tolak,5.58547403428513
tekam,5.58504380444161
kunir,5.58451074559188
petas,5.58422532452394
kerah,5.58386479231755
leram,5.58376249809667
lepai,5.58346451557116
samin,5.5829259481507
pelas,5.58269554666518
benar,5.58171449001672
belai,5.58139299991785
lipas,5.58127738600515
kasep,5.5806895896235
lerap,5.58059517155951
maser,5.57981925423383
sirna,5.57980733337557
tukam,5.57965110140309
setua,5.57923949892736
saput,5.57920771653488
maket,5.5791207502335
letik,5.57893943521261
bekal,5.57883293173738
pusat,5.57845718632495
pinas,5.57804042732579
semat,5.57803276925977
silap,5.57778036900762
silam,5.57774025172367
kesra,5.57743191223315
lebar,5.57690855855762
taksu,5.57687378579492
kantu,5.5767719913874
kenap,5.57674584759763
manuk,5.57602800988443
taber,5.57595737951192
ramus,5.57509909655217
kadin,5.57462828048148
palut,5.57399483207305
bilas,5.57382808267099
renik,5.57378534819359
lamur,5.57350001650382
pulas,5.57258251739943
serut,5.57239592756105
rabut,5.57181449232663
bulai,5.57171966774075
garit,5.57171377680227
lekap,5.57145433567914
berau,5.57086083276861
pekau,5.57086044062928
selir,5.57084725752599
itlak,5.57054041043265
sedak,5.57053740124715
nasut,5.57047836917212
tamil,5.57025876377147
balui,5.57025795718258
ketil,5.56970313324221
kabel,5.569617425393
sabil,5.56952216220725
kuren,5.56899183292848
punai,5.56884642061902
garuk,5.56855283298595
lekam,5.56781276033064
penai,5.56749373584573
kulit,5.5674721269531
serin,5.56703822887387
reluk,5.56671648539186
kanum,5.56647805993918
makul,5.56617321402086
serka,5.56562921702598
kenur,5.56545767818141
sudak,5.56500944445296
kidal,5.56481001542778
autis,5.56444982936147
insar,5.56416431479319
tilap,5.56296231683506
sekui,5.5629239965599
beria,5.5622626946588
limas,5.56074323541855
entak,5.56074230208542
libat,5.56066483739835
resam,5.56051558899258
mekan,5.56046753516852
tepas,5.55990504445586
lansi,5.55947740789954
resap,5.55916240967931
tilam,5.55897696300812
bakes,5.55891549825758
sebat,5.55863450971713
siter,5.55841200531982
panil,5.55794090057237
kelut,5.55793965101817
seluk,5.55786624733233
artik,5.55745858096705
busai,5.55741686938056
kelab,5.55705662468734
ramet,5.55674584705527
bakul,5.5553578087695
lotak,5.55526982499111
serta,5.5548994306323
malin,5.55459900969094
manis,5.55455069888199
labur,5.55433089345466
lakum,5.55393837227706
lepat,5.55277523997614
minat,5.55252324315035
mulat,5.55221274564598
radis,5.55198379318481
batil,5.55198082354214
terka,5.55155305878648
sepal,5.55141594267034
solar,5.5512261767583
garis,5.55047636654693
baren,5.55040719929858
terin,5.55035538467966
lekit,5.55023406987332
tinea,5.54924001194738
batin,5.54919256855443
nilau,5.54904277471039
deras,5.54890520729307
saron,5.54850996166046
durat,5.54838476208282
arsik,5.54812637688409
lupat,5.54812326159905
entar,5.54801219973696
belat,5.54756646380534
korea,5.54717923154718
lebai,5.54689382564484
kista,5.54585659749955
rames,5.54579139542569
melas,5.54526365241128
gerai,5.54500477105602
relap,5.54476759787874
patri,5.54466608175768
tedak,5.54459540278545
masin,5.5445752442545
petal,5.54436166549231
lorat,5.54428365743237
teluk,5.54422313444951
bukan,5.54381184629776
paksi,5.54369511261691
kalih,5.54336543135917
tekis,5.54332490501936
palet,5.54330462543933
rasio,5.54309959838763
barel,5.54293742087565
libas,5.54208898634342
bulat,5.5418597593675
kadut,5.54185573987985
rabet,5.54147196341652
punat,5.54069617818758
siluk,5.54038012870923
sepan,5.53951561531534
kesut,5.53895875879961
ratib,5.53872896398157
kelus,5.53849724201404
lepas,5.53840146693328
mulas,5.53822578176705
lamin,5.537852944577
erkan,5.53757710690835
sadur,5.53740584406338
rapun,5.53729625127135
basil,5.53707937053084
misal,5.53705838524321
turis,5.53701405218661
temas,5.53692151075507
tudak,5.53658652822325
detak,5.53625939882593
betas,5.53589111279373
sabut,5.53571735125162
belas,5.5355257959417
tapus,5.53528185789749
penat,5.53512638439626
paset,5.53488448612486
giras,5.53468122855271
pilau,5.53455477595692
ketus,5.53425196961038
selam,5.53419071251357
selap,5.53382159562641
desak,5.53362808856502
dinar,5.53337097408973
sirah,5.53287935234612
rumal,5.53276850989593
lipan,5.53214760319942
sonar,5.53160027401776
misan,5.53148639025629
petan,5.53131364658773
sigar,5.53061368511506
pales,5.53056048844373
basin,5.52926510384341
darus,5.52892165350767
balut,5.5279745784541
sulap,5.52764324342144
terus,5.52740595655375
tiban,5.52701459996384
tarub,5.52672960037698
sulam,5.52668682548253
ledak,5.52655821730079
lumat,5.52644080667139
sigak,5.52605800925062
kisut,5.5254805332559
bakti,5.52510222497297
reksa,5.52379441340634
harit,5.52324850827574
lidar,5.52228066638264
kilus,5.52213329276278
baliu,5.52180092300417
reban,5.52170413864373
pisau,5.52126514634856
kasid,5.52097344157968
likur,5.52085448821342
gasir,5.52082180029248
desar,5.5207737061189
pelan,5.52052502434852
sekin,5.52040581668463
ruban,5.52030397621194
norak,5.52021337942601
pesan,5.5196856090353
tebas,5.51919108505655
lemas,5.51907405110719
kilah,5.5190643541267
kedal,5.51885711512143
terna,5.51827012877956
seman,5.51735509356207
liman,5.51731640578553
tirus,5.5170576383711
ratep,5.5170067230804
pulan,5.51639926250845
telap,5.51638660171881
untar,5.51635167816494
selit,5.5157282037236
kadet,5.51557164741115
detar,5.51535564149476
tusir,5.51474310709724
merik,5.51445780839235
sapun,5.51439276900672
datuk,5.51409425759923
iklas,5.51389879730651
letuk,5.51353694629517
likra,5.51350300314743
lesir,5.5134491222108
bisan,5.51328131026006
berik,5.51313927313086
lebat,5.51312857881111
takol,5.51300430453593
lumas,5.51256502259326
kades,5.5121556614979
sikut,5.5121284223397
kasih,5.51167654340105
gitar,5.51088565756465
tirah,5.51080229920606
basut,5.51015692817731
rasem,5.50945851187192
galir,5.50924706364817
gerat,5.50853914835499
sabet,5.50823856475761
kutil,5.50717326232738
sebal,5.50695724024432
suket,5.50561730106624
gisar,5.5054002732393
gurat,5.50518909007266
haris,5.50499426113186
panus,5.50385893894212
subal,5.50337757604277
ketul,5.50282709524493
dekat,5.50269601524639
carik,5.50253720673491
sahir,5.50239649378156
salib,5.50230821656579
binal,5.50229126720144
ragit,5.50171315670392
dukat,5.50166115336165
palun,5.50159651792798
serun,5.50156434863168
sidat,5.50145084482434
metal,5.50135054012727
radin,5.50089796032064
rabun,5.50066689921211
lebas,5.50030538252693
maksi,5.50020823987154
kipam,5.50000111518904
raguk,5.49971636955714
barok,5.49899230859171
talum,5.49867132478942
ranum,5.49841133158293
teman,5.49807605424409
kerip,5.49783464811174
samun,5.49731401279565
menat,5.49709885623123
riset,5.49692149657399
kutin,5.49643359132459
tuman,5.49627212349422
labut,5.49513350294257
pekir,5.49482535202326
borak,5.49478385421114
dunak,5.49468910703124
purik,5.4945345486754
balet,5.49443925170888
ramen,5.49418534168495
tiner,5.49411202188648
segar,5.49410785337097
sunam,5.49409535037826
munas,5.49405430743278
kisah,5.49362509264336
tunik,5.49320824338104
suban,5.4931081610269
solat,5.49285191184113
mutan,5.49282595618625
serul,5.49228501791758
deran,5.49216983458561
karat,5.49209558686771
tusam,5.491976286724
rapel,5.49118905203738
senuk,5.49097340612531
nasti,5.49047894481657
redas,5.49036160605672
barli,5.48977838632635
baksi,5.4893397656739
kiper,5.48919338379844
sarak,5.48912968277882
tebal,5.48898823243851
senam,5.48867546819028
setra,5.4886209565708
kulin,5.4882281988432
garut,5.48822627989811
ketun,5.48808173563133
bilau,5.48805222973375
salem,5.48780015423467
larih,5.4876746152059
kusta,5.48751287068208
denak,5.48737784593945
peruk,5.48717881677658
telur,5.4867936116471
talib,5.48652841644789
kacir,5.48644868916996
selui,5.48642165057414
segak,5.48641455373873
mabir,5.48633251065617
salep,5.48584362916294
sugar,5.48570303468446
rudat,5.4856854916243
petia,5.48501491357798
paten,5.48468642140322
manut,5.4843684683553
giral,5.48430326712745
nasel,5.48418602736364
serah,5.48361466910948
santu,5.48352490627582
mesan,5.48345799398798
untai,5.48289875679952
surah,5.48262055883138
kelun,5.4821455680643
tahir,5.48200098585631
lesap,5.48137982312025
pasti,5.48123456217562
suren,5.4805260290229
liter,5.48027704590675
gelak,5.47995196929255
karas,5.47933975461022
ridan,5.47931199301355
semau,5.47921836638632
kuari,5.47885802659439
senur,5.47860712630623
teban,5.47803465098288
sadin,5.47769393974897
darun,5.47739195742488
sekul,5.47626399277563
belan,5.4762382127699
denar,5.47546081259742
erpak,5.47536970971847
tuban,5.47528584436888
palen,5.47525096663137
bulan,5.47519714266727
kobar,5.47517036208998
silet,5.47494123474502
piruk,5.47482633423994
likut,5.47466388043303
getar,5.4746278560063
tenuk,5.47462094486042
matun,5.47445718006035
sabun,5.47434484117941
limau,5.474309713754
laron,5.47426102835473
telis,5.47405078089156
tarak,5.47333043597815
rutab,5.47332987479157
sikah,5.47306017467911
merua,5.47280827349483
malun,5.47268676591415
tegar,5.47265751344497
sagur,5.47182389027023
kedau,5.47053390409919
kandi,5.47038668312588
kelah,5.47024593971896
besan,5.46908391124896
tegak,5.46870401312824
leman,5.46837978885766
tunam,5.46812547909333
lukis,5.4681117080995
lames,5.46793282955605
baniu,5.46772443231747
retus,5.46767519296121
kupir,5.46738528025947
kursi,5.46703335772049
purek,5.4667430710466
kulah,5.46644952522611
resin,5.46641068663124
tukil,5.46632044281817
lapun,5.46623364654846
tikus,5.46611408043523
rekah,5.46592553567593
tugar,5.4657797535724
surel,5.46551341902898
biram,5.46513567377257
batun,5.46388015803992
loran,5.46337331602854
antik,5.46253982288798
tenam,5.46248035560835
entas,5.4623969949042
danur,5.46153901611621
ketah,5.46090594183752
setin,5.46039638412435
gusar,5.45985550418228
peram,5.45930112324044
katar,5.45926562385893
balun,5.45899800725229
rotan,5.45841395604847
tabun,5.45826867226715
sedat,5.45819284857468
ligar,5.45806722546328
lakon,5.45753268632445
dikau,5.45734055983783
derau,5.45709546084069
sulit,5.45696890360663
lesit,5.45632001267051
sabel,5.45587697022317
letur,5.4556038598535
sutra,5.45492131672603
sebau,5.45463283606338
pamit,5.45460225820913
kaboi,5.45443620352075
nipas,5.45417267771406
sarai,5.45392901514077
perit,5.45391808909044
iklan,5.45364478033043
gelar,5.45351357594214
letis,5.45332482278379
burik,5.45318375103627
kusen,5.453051778267
ritus,5.45301620136022
deria,5.45138022638437
taruh,5.45134250557863
kasar,5.45109901999484
selut,5.45106972136596
lamun,5.4508088978122
kalbu,5.45045570674308
idrak,5.4504102395434
lepau,5.45034608739358
saben,5.45026519871877
rapim,5.44990749282973
kepam,5.44985876209242
belau,5.44958436960751
tukin,5.44921743999435
leban,5.44824181297925
dukan,5.44817946231931
kesah,5.44800721931364
luban,5.44753702666266
lidas,5.44750148290938
dekan,5.44734226440494
kaget,5.44724209074906
lokan,5.4469984881965
betau,5.44694384762111
datin,5.44682126673796
sadei,5.44677011119955
seliu,5.44597694575419
beruk,5.44582904169237
kahin,5.4455576368064
emrat,5.44489708777562
nadir,5.44467627617831
artis,5.4445724963938
gatuk,5.44456374875128
kepit,5.44434068351623
cerak,5.4427808611276
auksi,5.44275100326712
imsak,5.442293507489
kunta,5.44162873186863
sareh,5.44125430986644
pelik,5.44114941970876
likah,5.44021482805988
belia,5.43992209530959
rades,5.43980904203418
tekun,5.43814365180849
petik,5.43763753810256
panel,5.43725662293244
batel,5.43682146346772
dasin,5.43678011554082
arkus,5.43665726711619
panti,5.43602407561111
regat,5.4356848451887
kalar,5.43522473097998
tabel,5.43504247120859
kalai,5.43502902945319
kurma,5.43472213332935
lantu,5.4346122380974
katai,5.43409719265803
lahir,5.43400422060401
lemau,5.43396198106957
jarik,5.43337011590735
dinas,5.43252573489483
balen,5.43150841899068
salih,5.43143712919033
mapur,5.4303625065803
segai,5.42987455290434
salon,5.42986029928392
kerup,5.42978852582084
labun,5.42942980600696
kecar,5.42941581911368
rihat,5.42939569136624
bokar,5.42907141790448
galur,5.42887951709566
mulia,5.42865175438835
rutin,5.42754822821528
sakar,5.42748952979362
racik,5.42745399503701
umrat,5.4273776357945
sekah,5.427112923928
kuart,5.42691369719392
satih,5.4264423235347
tepik,5.4259993806793
harus,5.42560365450209
cikar,5.42502498282142
denai,5.42438277082461
pekur,5.42433800653274
delat,5.42413375846128
sinka,5.42412072090173
delas,5.42408289991361
pamer,5.42406746545982
regas,5.42363942051667
ritel,5.42317080496296
rabok,5.42303065766698
karau,5.42294033030496
kemit,5.42276506666113
kebur,5.42252262472598
jirak,5.42210542114587
ragil,5.42206619342412
tenis,5.42203850551426
sorek,5.42167664986075
gakin,5.42113897831812
sepir,5.42083047907013
patok,5.42063926742188
tedas,5.42061797817855
koret,5.42046870167209
talon,5.42008441883465
kepis,5.41986626061254
sahur,5.41982814629782
caruk,5.41979344714383
larak,5.41936856078311
aurat,5.41896807902324
lokia,5.41824400096286
legar,5.41824322001891
sopak,5.41698763762925
damik,5.41660832694762
ragut,5.41655272861644
kasai,5.41614109700964
detas,5.41584098282905
gulai,5.41560298805993
beram,5.41462220907726
pekam,5.41453069665349
petir,5.41452244227684
tekad,5.4140420380657
ental,5.41397346302202
mabuk,5.41388129707932
lurah,5.41382041467584
tolan,5.41358317058916
tulis,5.41343183496723
kebam,5.41282933190194
istal,5.41266795607345
rudal,5.41244000964154
kerot,5.41243328622068
madik,5.41223954074359
senil,5.41160373574354
lerah,5.41146312860665
sakbu,5.41134513748026
buram,5.41112144989966
sedan,5.41071378796741
gerau,5.41069487694644
gilas,5.41037562689677
nilam,5.4102991027601
serok,5.4100145269786
sudan,5.40965991636863
telus,5.4093327263496
punia,5.4091289654351
pilek,5.40889284200451
takar,5.40874866201811
istan,5.40840806300913
antek,5.40774259076147
silah,5.40760750672322
ikram,5.40753189398972
tekah,5.40730248173315
lekun,5.40711470280987
rante,5.40703485645309
halit,5.40629998909975
semir,5.40573007942152
ludat,5.4057151367326
luhak,5.40570536231308
kores,5.40528191378536
torek,5.40519544957642
pasok,5.4050651821075
takmu,5.40434187598647
kebit,5.40346568922038
derik,5.40342775529684
melik,5.403411883226
